completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,fac_count,add_fac_count,price_level
2014,1200,Cheras,Condominium,3,1,2,865,Partially Furnished,Kuala Lumpur,6,,cheap
,1500,Kuching,Service Residence,3,1,2,879,Partially Furnished,Kuala Lumpur,11,,cheap
2023,2400,Cheras,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,9,4,Expensive
2021,1800,Sentul,Service Residence,3,1,2,850,Fully Furnished,Kuala Lumpur,6,1,Expensive
,1200,OUG,Condominium,3,1,2,950,Partially Furnished,Kuala Lumpur,7,4,cheap
,1250,Road,Apartment,3,1,2,950,Partially Furnished,Kuala Lumpur,7,4,cheap
2019,2200,Kepong,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,14,3,Expensive
2021,2300,Sentul,Service Residence,2,1,1,646,Fully Furnished,Kuala Lumpur,5,3,Expensive
,1300,South,Apartment,2,,2,600,Not Furnished,Kuala Lumpur,,,Expensive
2017,1500,Road,Service Residence,3,1,2,807,Partially Furnished,Kuala Lumpur,6,2,cheap
2018,1500,Ampang,Service Residence,1,1,1,550,Fully Furnished,Kuala Lumpur,12,4,Expensive
,1600,Setapak,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,13,1,cheap
,2000,Cheras,Condominium,3,2,2,1018,Fully Furnished,Kuala Lumpur,6,3,Expensive
,700,Kepong,Apartment,3,1,2,650,Partially Furnished,Kuala Lumpur,3,1,cheap
2020,1500,Sentul,Service Residence,3,1,2,819,Partially Furnished,Kuala Lumpur,11,3,cheap
2013,1900,Kuching,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,9,3,Expensive
,1300,Cheras,Condominium,3,1,2,1152,Partially Furnished,Kuala Lumpur,10,2,cheap
,2200,ParkCity,Condominium,3,,2,862,Fully Furnished,Kuala Lumpur,2,,Expensive
2007,2000,Setapak,Condominium,3,1,2,1066,Fully Furnished,Kuala Lumpur,,4,Expensive
2020,1100,Pantai,Apartment,3,2,2,810,Not Furnished,Kuala Lumpur,6,,cheap
,2100,Bangsar,Apartment,3,,2,650,Fully Furnished,Kuala Lumpur,6,,Expensive
2005,1800,Cheras,Condominium,3,1,2,920,Partially Furnished,Kuala Lumpur,7,4,Expensive
,1200,Desa,Condominium,3,2,2,1200,Partially Furnished,Kuala Lumpur,12,3,cheap
2010,1350,Ampang,Service Residence,1,1,1,550,Partially Furnished,Kuala Lumpur,5,4,Expensive
2010,1350,Ampang,Service Residence,1,1,1,540,Fully Furnished,Kuala Lumpur,4,4,Expensive
,1700,ParkCity,Condominium,3,1,2,862,Partially Furnished,Kuala Lumpur,2,1,cheap
,1700,Sentul,Condominium,3,1,2,800,Fully Furnished,Kuala Lumpur,11,3,cheap
,1800,Desa,Condominium,3,1,2,850,Fully Furnished,Kuala Lumpur,6,3,Expensive
,1700,Cheras,Condominium,1,2,1,580,Fully Furnished,Kuala Lumpur,,,Expensive
,1600,Desa,Condominium,3,,2,1160,Fully Furnished,Kuala Lumpur,9,,cheap
,2100,Kepong,Condominium,3,2,2,1216,Fully Furnished,Kuala Lumpur,13,3,Expensive
2008,1800,Ipoh,Condominium,3,2,2,1015,Fully Furnished,Kuala Lumpur,,,Expensive
,1300,Cheras,Apartment,2,1,1,657,Fully Furnished,Kuala Lumpur,8,4,Expensive
2021,1500,Kepong,Service Residence,3,1,2,980,Partially Furnished,Kuala Lumpur,14,5,cheap
2021,2000,Kepong,Apartment,2,2,2,866,Fully Furnished,Kuala Lumpur,11,4,Expensive
2019,3000,Setapak,Condominium,3,2,2,1200,Fully Furnished,Kuala Lumpur,,,Expensive
,2200,Bintang,Condominium,3,1,2,1280,Fully Furnished,Kuala Lumpur,,5,Expensive
,1900,Kuching,Service Residence,3,1,2,805,Fully Furnished,Kuala Lumpur,,,Expensive
2010,1300,Cheras,Condominium,3,1,2,755,Fully Furnished,Kuala Lumpur,,,cheap
,1500,Jalil,Apartment,3,1,2,1115,Fully Furnished,Kuala Lumpur,7,,cheap
2021,1600,Setapak,Condominium,3,1,2,805,Partially Furnished,Kuala Lumpur,12,,cheap
,1100,Sentul,Apartment,3,1,2,838,Not Furnished,Kuala Lumpur,7,4,cheap
2021,2800,Cheras,Service Residence,3,1,2,931,Fully Furnished,Kuala Lumpur,8,2,Expensive
2018,1400,Setapak,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,7,2,cheap
2007,1300,Ampang,Apartment,3,1,2,871,Partially Furnished,Kuala Lumpur,6,3,cheap
,900,Kepong,Apartment,3,,2,947,Not Furnished,Kuala Lumpur,4,1,cheap
,2300,KLCC,Service Residence,1,,1,411,Fully Furnished,Kuala Lumpur,6,2,Expensive
,650,Kepong,Apartment,3,,2,650,Not Furnished,Kuala Lumpur,5,1,cheap
2021,1850,Sentul,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,10,3,Expensive
,1700,KLCC,Service Residence,1,,1,450,Fully Furnished,Kuala Lumpur,6,3,Expensive
,1400,Jalil,Condominium,3,1,2,1222,Fully Furnished,Kuala Lumpur,9,4,cheap
,2700,Kiara,Condominium,2,2,1,821,Fully Furnished,Kuala Lumpur,14,5,Expensive
,1300,Ipoh,Condominium,3,1,2,1275,Partially Furnished,Kuala Lumpur,9,3,cheap
,3000,Kiara,Condominium,3,2,2,940,Fully Furnished,Kuala Lumpur,14,5,Expensive
,2999,Segambut,Condominium,3,2,2,1500,Partially Furnished,Kuala Lumpur,9,,Expensive
2020,2100,Kepong,Service Residence,3,2,2,932,Fully Furnished,Kuala Lumpur,13,1,Expensive
2003,1000,Ipoh,Condominium,3,1,2,869,Not Furnished,Kuala Lumpur,9,2,cheap
,3000,Kiara,Service Residence,1,1,2,540,Fully Furnished,Kuala Lumpur,12,3,Expensive
2021,1800,Kepong,Service Residence,3,2,2,1227,Partially Furnished,Kuala Lumpur,,1,Expensive
,600,Kepong,Apartment,3,,2,650,Not Furnished,Kuala Lumpur,3,,cheap
2021,1300,Jalil,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,6,3,cheap
2022,1999,Setapak,Service Residence,3,1,2,850,Fully Furnished,Kuala Lumpur,5,4,Expensive
,1600,Ampang,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,5,2,cheap
2018,1600,Besi,Apartment,3,1,2,1035,Fully Furnished,Kuala Lumpur,7,,cheap
2019,2100,Kepong,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,14,,Expensive
2010,1900,Hilir,Condominium,3,1,2,1421,Partially Furnished,Kuala Lumpur,9,3,Expensive
,2000,KLCC,Condominium,1,1,1,615,Fully Furnished,Kuala Lumpur,6,2,Expensive
,1600,Jalil,Condominium,3,1,2,1221,Fully Furnished,Kuala Lumpur,11,4,cheap
,2000,KLCC,Condominium,1,1,1,615,Fully Furnished,Kuala Lumpur,6,3,Expensive
,680,Cheras,Apartment,3,2,1,680,Not Furnished,Kuala Lumpur,7,2,cheap
,1699,Road,Condominium,3,1,2,1405,Fully Furnished,Kuala Lumpur,8,3,cheap
,1900,South,Condominium,3,1,2,900,Not Furnished,Kuala Lumpur,5,2,Expensive
,1000,Cheras,Apartment,3,,2,700,Partially Furnished,Kuala Lumpur,4,3,cheap
2022,1800,Desa,Condominium,3,2,2,921,Partially Furnished,Kuala Lumpur,9,3,Expensive
2019,3300,KLCC,Service Residence,2,1,2,796,Fully Furnished,Kuala Lumpur,5,,Expensive
,1499,OUG,Service Residence,3,1,2,950,Fully Furnished,Kuala Lumpur,7,4,cheap
,1699,OUG,Service Residence,3,,2,950,Fully Furnished,Kuala Lumpur,7,4,cheap
,1600,Setapak,Service Residence,3,2,1,750,Fully Furnished,Kuala Lumpur,10,4,cheap
,1400,Road,Condominium,3,,2,1200,Not Furnished,Kuala Lumpur,8,,cheap
,1350,Lama,Apartment,3,1,2,800,Partially Furnished,Kuala Lumpur,6,1,cheap
2017,1699,Besi,Condominium,3,2,2,1044,Partially Furnished,Kuala Lumpur,7,2,cheap
2015,1300,Cheras,Condominium,1,2,1,618,Fully Furnished,Kuala Lumpur,11,4,Expensive
,1400,Cheras,Condominium,1,2,1,558,Partially Furnished,Kuala Lumpur,8,2,Expensive
,2200,Hilir,Condominium,3,1,2,1350,Fully Furnished,Kuala Lumpur,8,4,Expensive
2022,2800,Kiara,Service Residence,1,1,1,816,Fully Furnished,Kuala Lumpur,11,3,Expensive
2010,1500,Ipoh,Condominium,3,1,2,1007,Partially Furnished,Kuala Lumpur,3,,cheap
2021,2300,Cheras,Service Residence,2,1,2,686,Fully Furnished,Kuala Lumpur,13,5,Expensive
2007,1200,Petaling,Condominium,2,1,2,729,Partially Furnished,Kuala Lumpur,12,4,Expensive
,800,Kepong,Apartment,3,,1,650,Partially Furnished,Kuala Lumpur,6,2,cheap
2022,1400,Setapak,Condominium,3,1,2,850,Fully Furnished,Kuala Lumpur,14,5,cheap
2020,1900,Jalil,Condominium,3,1,2,800,Fully Furnished,Kuala Lumpur,6,4,Expensive
2021,1399,Cheras,Condominium,3,2,2,943,Not Furnished,Kuala Lumpur,10,1,cheap
2007,1900,Setapak,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,9,4,Expensive
,950,Melawati,Apartment,3,1,2,856,Partially Furnished,Kuala Lumpur,2,,cheap
,1300,Cheras,Condominium,3,,2,1100,Fully Furnished,Kuala Lumpur,6,4,cheap
,2250,Titiwangsa,Service Residence,2,1,1,710,Fully Furnished,Kuala Lumpur,11,4,Expensive
,1500,Cheras,Condominium,3,,2,1000,Fully Furnished,Kuala Lumpur,6,4,cheap
2021,1400,Cheras,Service Residence,2,2,2,650,Not Furnished,Kuala Lumpur,8,3,Expensive
,1050,Setapak,Service Residence,1,1,1,600,Not Furnished,Kuala Lumpur,10,,Expensive
2021,1500,Cheras,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,10,,Expensive
,1300,Petaling,Apartment,3,1,2,892,Not Furnished,Kuala Lumpur,3,2,cheap
2023,1600,Ipoh,Service Residence,2,1,1,652,Not Furnished,Kuala Lumpur,8,,Expensive
,850,Segambut,Apartment,3,1,2,800,Not Furnished,Kuala Lumpur,,,cheap
2017,1600,Road,Service Residence,3,3,2,1355,Fully Furnished,Kuala Lumpur,12,4,cheap
2017,1800,Setapak,Condominium,1,1,1,753,Partially Furnished,Kuala Lumpur,10,1,Expensive
,1600,Cheras,Condominium,2,,2,1072,Fully Furnished,Kuala Lumpur,9,2,Expensive
,3000,Pandan,Service Residence,2,2,2,1410,Fully Furnished,Kuala Lumpur,12,4,Expensive
2016,1450,Kepong,Service Residence,3,2,2,1027,Partially Furnished,Kuala Lumpur,8,3,cheap
,1150,Setapak,Condominium,3,2,2,926,Not Furnished,Kuala Lumpur,7,,cheap
,1400,Besi,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,7,2,Expensive
2010,1200,Jalil,Condominium,3,1,2,1091,Partially Furnished,Kuala Lumpur,,,cheap
2018,1700,Kepong,Condominium,3,2,2,1200,Fully Furnished,Kuala Lumpur,9,2,cheap
2022,2100,Setapak,Service Residence,3,2,2,1000,Partially Furnished,Kuala Lumpur,,,Expensive
,1200,Pandan,Apartment,3,1,2,1000,Partially Furnished,Kuala Lumpur,2,2,cheap
,1200,Petaling,Condominium,3,1,2,116,Partially Furnished,Kuala Lumpur,8,2,cheap
2019,1700,Perdana,Apartment,1,1,1,450,Fully Furnished,Kuala Lumpur,10,2,Expensive
,3300,KLCC,Condominium,3,1,2,1500,Fully Furnished,Kuala Lumpur,9,4,Expensive
2008,3000,Ampang,Condominium,2,1,2,1072,Fully Furnished,Kuala Lumpur,10,,Expensive
2006,3000,Centre,Condominium,3,3,3,1323,Fully Furnished,Kuala Lumpur,11,5,Expensive
,1200,Petaling,Condominium,3,1,2,910,Partially Furnished,Kuala Lumpur,10,1,cheap
2021,1000,Jalil,Apartment,3,1,2,850,Not Furnished,Kuala Lumpur,5,2,cheap
2022,1400,Setapak,Condominium,3,1,2,850,Fully Furnished,Kuala Lumpur,14,5,cheap
2021,1499,Cheras,Service Residence,3,1,2,819,Not Furnished,Kuala Lumpur,8,3,cheap
,1700,Setapak,Service Residence,2,2,2,855,Fully Furnished,Kuala Lumpur,10,,Expensive
,1600,Setapak,Apartment,3,1,2,910,Fully Furnished,Kuala Lumpur,,,cheap
,900,Setapak,Apartment,3,,1,653,Not Furnished,Kuala Lumpur,3,,cheap
,1500,Road,Apartment,3,1,2,1070,Partially Furnished,Kuala Lumpur,6,2,cheap
2021,1800,Lama,Condominium,3,1,2,1200,Fully Furnished,Kuala Lumpur,10,5,Expensive
2021,1400,Jalil,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,7,,cheap
2020,1199,Kepong,Condominium,3,1,2,900,Partially Furnished,Kuala Lumpur,7,3,cheap
,1400,Sentul,Apartment,3,1,2,1001,Partially Furnished,Kuala Lumpur,9,2,cheap
,1300,Jaya,Apartment,3,,2,900,Partially Furnished,Kuala Lumpur,1,2,cheap
2021,1500,Cheras,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,8,3,Expensive
,1200,South,Apartment,3,,2,750,Not Furnished,Kuala Lumpur,,,cheap
2003,1300,Setapak,Condominium,3,2,2,957,Partially Furnished,Kuala Lumpur,7,4,cheap
2013,1850,Kuching,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,12,4,Expensive
2017,1400,Sentul,Service Residence,3,1,2,1009,Not Furnished,Kuala Lumpur,7,1,cheap
2020,2300,Jalil,Condominium,3,2,3,1100,Fully Furnished,Kuala Lumpur,14,5,Expensive
,800,Kepong,Apartment,3,,2,800,Not Furnished,Kuala Lumpur,,1,cheap
2019,2300,Kepong,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,14,3,Expensive
2017,3000,Setapak,Condominium,3,2,2,1442,Partially Furnished,Kuala Lumpur,9,2,Expensive
2022,1950,Petaling,Service Residence,3,2,2,861,Partially Furnished,Kuala Lumpur,14,5,Expensive
2022,2200,Desa,Condominium,3,2,2,958,Fully Furnished,Kuala Lumpur,14,5,Expensive
,1988,Besi,Service Residence,2,2,2,1100,Fully Furnished,Kuala Lumpur,14,5,Expensive
,1300,Road,Condominium,2,1,2,755,Partially Furnished,Kuala Lumpur,8,,Expensive
2021,1600,Kepong,Service Residence,3,1,2,916,Partially Furnished,Kuala Lumpur,8,3,cheap
2023,1550,Cheras,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,11,3,cheap
,2500,Setapak,Condominium,3,2,2,1383,Fully Furnished,Kuala Lumpur,10,4,Expensive
,2200,Brickfields,Condominium,3,,2,950,Fully Furnished,Kuala Lumpur,6,5,Expensive
,1300,Cheras,Condominium,3,1,2,1030,Fully Furnished,Kuala Lumpur,10,2,cheap
2015,1700,Ampang,Service Residence,1,1,1,705,Fully Furnished,Kuala Lumpur,8,,Expensive
,1650,Setapak,Condominium,3,1,2,1027,Partially Furnished,Kuala Lumpur,11,5,cheap
,1588,Besi,Service Residence,1,1,1,710,Partially Furnished,Kuala Lumpur,14,5,Expensive
2017,1799,Maju,Apartment,3,1,2,770,Fully Furnished,Kuala Lumpur,6,2,cheap
2006,1800,Setapak,Condominium,3,2,2,1510,Partially Furnished,Kuala Lumpur,7,2,Expensive
2012,1200,Besi,Condominium,3,1,2,900,Partially Furnished,Kuala Lumpur,6,3,cheap
2022,1688,Desa,Condominium,3,2,2,958,Partially Furnished,Kuala Lumpur,14,5,cheap
,1100,Seputeh,Condominium,2,1,2,756,Partially Furnished,Kuala Lumpur,4,,cheap
,1300,Melawati,Apartment,3,,2,985,Partially Furnished,Kuala Lumpur,3,,cheap
,2900,Setiawangsa,Condominium,3,,2,1196,Partially Furnished,Kuala Lumpur,,,Expensive
2020,1300,Sentul,Service Residence,3,1,2,819,Partially Furnished,Kuala Lumpur,10,,cheap
,1998,Cheras,Condominium,3,2,2,1003,Fully Furnished,Kuala Lumpur,14,5,Expensive
,1000,Kepong,Condominium,3,1,2,950,Partially Furnished,Kuala Lumpur,5,,cheap
2021,2400,Lama,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,14,5,Expensive
,1100,Ipoh,Apartment,3,2,2,900,Partially Furnished,Kuala Lumpur,14,5,cheap
,1350,Cheras,Condominium,3,2,2,1003,Partially Furnished,Kuala Lumpur,14,5,cheap
2021,1750,Lama,Condominium,3,2,2,1100,Partially Furnished,Kuala Lumpur,14,5,cheap
,1500,Sentul,Apartment,3,1,2,1000,Partially Furnished,Kuala Lumpur,9,2,cheap
2014,1300,Segambut,Apartment,2,1,1,747,Fully Furnished,Kuala Lumpur,6,,Expensive
,1000,Maju,Apartment,2,,1,600,Partially Furnished,Kuala Lumpur,4,,cheap
2022,1800,Desa,Condominium,3,2,2,921,Partially Furnished,Kuala Lumpur,8,2,Expensive
2017,1500,Sentul,Service Residence,3,2,2,1023,Partially Furnished,Kuala Lumpur,10,2,cheap
,1300,Setapak,Apartment,3,,2,862,Partially Furnished,Kuala Lumpur,4,,cheap
2018,1800,Ampang,Service Residence,3,1,2,891,Fully Furnished,Kuala Lumpur,9,3,Expensive
2021,3000,Cheras,Service Residence,3,1,2,864,Partially Furnished,Kuala Lumpur,14,3,Expensive
,1500,Setapak,Service Residence,3,1,2,926,Partially Furnished,Kuala Lumpur,,3,cheap
2017,3000,Setapak,Condominium,3,2,2,1442,Partially Furnished,Kuala Lumpur,8,3,Expensive
,2100,Road,Condominium,3,,2,902,Fully Furnished,Kuala Lumpur,14,5,Expensive
,1680,Setapak,Apartment,3,1,2,900,Fully Furnished,Kuala Lumpur,3,5,cheap
2017,2500,Pandan,Service Residence,3,2,2,950,Fully Furnished,Kuala Lumpur,9,4,Expensive
,1800,Sentul,Apartment,3,2,2,130,Partially Furnished,Kuala Lumpur,9,2,Expensive
,1350,Cheras,Condominium,3,1,2,967,Fully Furnished,Kuala Lumpur,7,3,cheap
2021,1700,Kepong,Service Residence,3,2,2,953,Partially Furnished,Kuala Lumpur,7,3,cheap
2014,1300,Segambut,Apartment,2,1,1,747,Fully Furnished,Kuala Lumpur,6,4,Expensive
2021,1699,Jalil,Apartment,3,1,2,850,Fully Furnished,Kuala Lumpur,5,4,cheap
,1800,KLCC,Condominium,2,1,2,708,Fully Furnished,Kuala Lumpur,9,4,Expensive
,2000,Cheras,Condominium,3,,2,1100,Fully Furnished,Kuala Lumpur,3,4,Expensive
,1699,Jalil,Condominium,3,1,2,1000,Partially Furnished,Kuala Lumpur,5,,cheap
,1999,Jalil,Condominium,3,1,2,900,Fully Furnished,Kuala Lumpur,7,4,Expensive
,1500,Setapak,Condominium,3,1,2,900,Partially Furnished,Kuala Lumpur,,,cheap
,1800,Setapak,Condominium,3,2,2,1025,Partially Furnished,Kuala Lumpur,5,2,Expensive
,1300,Cheras,Condominium,3,1,2,1000,Partially Furnished,Kuala Lumpur,10,4,cheap
,1600,Kuching,Service Residence,3,1,2,878,Partially Furnished,Kuala Lumpur,7,2,cheap
,3000,Setiawangsa,Condominium,3,,2,1196,Partially Furnished,Kuala Lumpur,2,1,Expensive
,1600,Setapak,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,9,1,cheap
2016,1800,Puchong,Service Residence,3,2,2,1096,Not Furnished,Kuala Lumpur,5,,Expensive
2021,2200,Cheras,Service Residence,3,1,2,819,Fully Furnished,Kuala Lumpur,8,,Expensive
2020,1400,Kepong,Apartment,3,1,2,800,Partially Furnished,Kuala Lumpur,7,3,cheap
,1100,Sentul,Condominium,2,1,1,646,Not Furnished,Kuala Lumpur,10,2,cheap
2021,2500,Cheras,Service Residence,2,1,2,740,Fully Furnished,Kuala Lumpur,12,4,Expensive
2023,1500,Ipoh,Service Residence,2,1,1,652,Partially Furnished,Kuala Lumpur,7,2,Expensive
,1499,Sentul,Condominium,3,1,2,1005,Partially Furnished,Kuala Lumpur,3,,cheap
2017,2600,Setapak,Condominium,3,2,2,908,Fully Furnished,Kuala Lumpur,8,3,Expensive
,1500,Jalil,Condominium,3,1,2,1040,Partially Furnished,Kuala Lumpur,12,2,cheap
2010,1300,Jalil,Condominium,3,1,2,1091,Partially Furnished,Kuala Lumpur,,,cheap
,2000,South,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,8,3,Expensive
,1600,Cheras,Condominium,2,1,2,1100,Fully Furnished,Kuala Lumpur,10,3,Expensive
,1350,Cheras,Condominium,3,1,2,970,Partially Furnished,Kuala Lumpur,11,3,cheap
,1000,Menjalara,Condominium,3,1,2,1076,Partially Furnished,Kuala Lumpur,9,2,cheap
,1600,Cheras,Condominium,1,,1,526,Fully Furnished,Kuala Lumpur,,,Expensive
2006,1400,Sentul,Apartment,3,1,2,1100,Partially Furnished,Kuala Lumpur,,,cheap
2017,2300,Sentul,Condominium,3,2,3,1237,Partially Furnished,Kuala Lumpur,6,4,Expensive
2020,1500,Keramat,Condominium,3,2,2,926,Partially Furnished,Kuala Lumpur,10,,cheap
2020,1400,Keramat,Condominium,3,1,2,882,Partially Furnished,Kuala Lumpur,11,1,cheap
2021,1200,Lama,Condominium,3,1,2,1200,Partially Furnished,Kuala Lumpur,4,1,cheap
2021,1300,Lama,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,8,2,cheap
,1800,Desa,Condominium,3,1,2,1250,Fully Furnished,Kuala Lumpur,10,3,Expensive
2016,1800,Setapak,Condominium,3,1,2,850,Fully Furnished,Kuala Lumpur,3,3,Expensive
2005,1650,Cheras,Condominium,3,1,2,920,Partially Furnished,Kuala Lumpur,7,,cheap
2021,1800,Jalil,Apartment,3,1,2,900,Fully Furnished,Kuala Lumpur,9,3,Expensive
2021,1300,Lama,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,5,1,cheap
2021,1500,Lama,Condominium,3,1,2,850,Partially Furnished,Kuala Lumpur,8,3,cheap
,2000,Setapak,Condominium,3,,2,928,Partially Furnished,Kuala Lumpur,,2,Expensive
,1700,Maju,Service Residence,2,1,2,688,Partially Furnished,Kuala Lumpur,4,3,Expensive
2009,1900,Dutamas,Condominium,3,1,2,1000,Fully Furnished,Kuala Lumpur,12,2,Expensive
2019,2800,Maju,Condominium,2,2,2,1033,Fully Furnished,Kuala Lumpur,11,,Expensive
,1200,Jalil,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,8,2,cheap
2020,1900,Sentul,Service Residence,2,1,2,743,Fully Furnished,Kuala Lumpur,11,4,Expensive
,1100,Cheras,Apartment,3,1,2,800,Not Furnished,Kuala Lumpur,2,,cheap
2017,1800,Sentul,Condominium,3,1,2,948,Fully Furnished,Kuala Lumpur,10,5,Expensive
,2100,South,Apartment,3,1,2,1200,Partially Furnished,Kuala Lumpur,5,5,Expensive
,1400,Setapak,Condominium,3,2,2,800,Partially Furnished,Kuala Lumpur,10,1,cheap
,1100,Setapak,Condominium,3,1,2,845,Partially Furnished,Kuala Lumpur,10,,cheap
2017,1400,Cheras,Service Residence,3,2,2,1050,Partially Furnished,Kuala Lumpur,7,3,cheap
,760,Kepong,Apartment,3,,2,650,Not Furnished,Kuala Lumpur,5,2,cheap
,2400,Cheras,Condominium,2,,2,840,Partially Furnished,Kuala Lumpur,8,,Expensive
2020,1550,Sentul,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,11,3,cheap
2020,1100,Kepong,Apartment,3,1,2,805,Not Furnished,Kuala Lumpur,4,2,cheap
,1500,Setapak,Condominium,3,1,2,900,Not Furnished,Kuala Lumpur,3,,cheap
,2200,KLCC,Service Residence,1,,1,300,Fully Furnished,Kuala Lumpur,6,4,Expensive
2018,1550,Setapak,Condominium,3,1,2,969,Partially Furnished,Kuala Lumpur,8,,cheap
2021,1700,Sentul,Service Residence,2,1,1,650,Fully Furnished,Kuala Lumpur,12,,Expensive
2017,2100,Maju,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,,,Expensive
2007,1100,Kepong,Condominium,3,1,2,962,Not Furnished,Kuala Lumpur,10,,cheap
,1400,Pandan,Apartment,3,,2,1000,Fully Furnished,Kuala Lumpur,1,3,cheap
,850,Petaling,Apartment,3,1,2,950,Partially Furnished,Kuala Lumpur,,1,cheap
,1700,Maju,Service Residence,3,1,2,688,Partially Furnished,Kuala Lumpur,10,5,cheap
2011,3300,KLCC,Condominium,3,1,3,1050,Fully Furnished,Kuala Lumpur,8,4,Expensive
2017,2450,Sentul,Condominium,3,1,3,1250,Fully Furnished,Kuala Lumpur,,,Expensive
,1950,Jalil,Condominium,3,,2,1100,Fully Furnished,Kuala Lumpur,9,4,Expensive
,900,Setapak,Apartment,3,1,1,657,Partially Furnished,Kuala Lumpur,14,5,cheap
2016,2600,Road,Condominium,3,2,2,1112,Fully Furnished,Kuala Lumpur,10,3,Expensive
2022,2000,Setapak,Service Residence,3,2,2,1000,Partially Furnished,Kuala Lumpur,5,1,Expensive
2022,2000,Setapak,Service Residence,3,2,2,1000,Partially Furnished,Kuala Lumpur,7,3,Expensive
,1300,Setapak,Condominium,3,2,2,928,Partially Furnished,Kuala Lumpur,,,cheap
2022,1400,Setapak,Condominium,3,1,2,850,Fully Furnished,Kuala Lumpur,14,5,cheap
2021,1200,Cheras,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,8,3,Expensive
2017,1450,Maju,Condominium,3,2,2,770,Partially Furnished,Kuala Lumpur,6,,cheap
2020,2400,Jalil,Condominium,3,2,2,1101,Fully Furnished,Kuala Lumpur,7,,Expensive
2019,1500,Sentul,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,8,1,cheap
2021,1700,Cheras,Service Residence,3,1,2,820,Partially Furnished,Kuala Lumpur,8,3,cheap
,1800,Setapak,Apartment,3,,2,900,Partially Furnished,Kuala Lumpur,9,3,Expensive
2002,1150,Cheras,Apartment,3,1,2,780,Partially Furnished,Kuala Lumpur,5,1,cheap
2019,2000,Besi,Condominium,3,2,2,839,Fully Furnished,Kuala Lumpur,5,2,Expensive
,1000,Selatan,Apartment,3,1,2,805,Not Furnished,Kuala Lumpur,6,2,cheap
2018,1900,City,Service Residence,1,1,1,500,Fully Furnished,Kuala Lumpur,6,4,Expensive
2010,1550,Maju,Condominium,3,1,2,800,Not Furnished,Kuala Lumpur,9,2,cheap
2021,1700,City,Service Residence,2,1,2,695,Fully Furnished,Kuala Lumpur,8,4,Expensive
,1200,Pandan,Apartment,3,1,2,900,Not Furnished,Kuala Lumpur,9,1,cheap
