completion_year,monthly_rent_rm,location,property_type,rooms,parking,bathroom,size_sqft,furnished,region,fac_count,add_fac_count,nearby_ktm_lrt
2017,2600,Sentul,Condominium,3,1,2,1237,Fully Furnished,Kuala Lumpur,7,3,no
2005,2000,Sentul,Condominium,4,1,2,1345,Partially Furnished,Kuala Lumpur,6,3,yes
,780,Maju,Flat,2,,1,550,Not Furnished,Kuala Lumpur,2,,
1995,1600,Petaling,Condominium,3,1,2,1141,Partially Furnished,Kuala Lumpur,8,,
,1200,Cheras,Condominium,3,2,2,830,Not Furnished,Kuala Lumpur,8,1,no
,1500,Jalil,Apartment,3,1,2,1000,Partially Furnished,Kuala Lumpur,10,4,yes
,2500,Kiara,Condominium,3,2,2,940,Fully Furnished,Kuala Lumpur,8,4,yes
2011,4500,KLCC,Condominium,4,2,3,1200,Fully Furnished,Kuala Lumpur,11,2,no
1997,2400,Desa,Service Residence,3,1,2,935,Partially Furnished,Kuala Lumpur,8,5,yes
2017,1350,Setapak,Service Residence,3,,2,825,Partially Furnished,Kuala Lumpur,9,2,yes
,1200,Lama,Condominium,3,1,2,1000,Partially Furnished,Kuala Lumpur,11,4,yes
,2600,Jalil,Service Residence,3,2,2,1061,Partially Furnished,Kuala Lumpur,8,5,yes
2006,1600,Setapak,Condominium,4,1,2,1272,Fully Furnished,Kuala Lumpur,13,4,yes
,2400,KLCC,Condominium,3,1,2,1500,Fully Furnished,Kuala Lumpur,8,3,yes
,1450,Cheras,Apartment,2,1,1,662,Fully Furnished,Kuala Lumpur,8,2,no
,1000,Indah,Apartment,3,1,2,863,Not Furnished,Kuala Lumpur,4,2,yes
,1400,Keramat,Condominium,3,1,2,1000,Partially Furnished,Kuala Lumpur,9,3,yes
,800,Sentul,Flat,2,,1,500,Partially Furnished,Kuala Lumpur,2,1,no
2020,1600,Sentul,Service Residence,3,1,2,819,Fully Furnished,Kuala Lumpur,10,3,yes
2001,1550,Ampang,Apartment,3,1,2,828,Fully Furnished,Kuala Lumpur,7,3,no
2001,1150,Ampang,Apartment,3,1,2,828,Partially Furnished,Kuala Lumpur,6,2,no
2017,1400,Cheras,Service Residence,2,2,2,825,Not Furnished,Kuala Lumpur,9,2,no
,1500,Cheras,Condominium,1,1,1,562,Fully Furnished,Kuala Lumpur,11,4,yes
2020,1300,Sentul,Service Residence,2,1,2,650,Partially Furnished,Kuala Lumpur,10,2,yes
2013,2500,KLCC,Service Residence,1,,2,800,Fully Furnished,Kuala Lumpur,8,,
,1100,Kepong,Apartment,3,1,2,1010,Not Furnished,Kuala Lumpur,5,1,no
,1100,Setapak,Service Residence,2,1,2,900,Not Furnished,Kuala Lumpur,,,
2001,3500,Ampang,Condominium,6,2,4,2700,Fully Furnished,Kuala Lumpur,7,4,no
2021,1400,Jalil,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,9,2,yes
2021,1000,Kepong,Apartment,1,,1,100,Fully Furnished,Kuala Lumpur,11,5,yes
2021,1200,Cheras,Service Residence,1,,1,500,Fully Furnished,Kuala Lumpur,8,5,yes
2017,2200,Sentul,Condominium,2,1,2,900,Fully Furnished,Kuala Lumpur,,,
2020,2000,Keramat,Condominium,4,2,2,1118,Not Furnished,Kuala Lumpur,13,2,yes
,1300,South,Flat,3,,2,720,Partially Furnished,Kuala Lumpur,,3,yes
2020,1900,Keramat,Condominium,4,2,2,1185,Partially Furnished,Kuala Lumpur,11,2,no
2005,2200,Sentul,Condominium,4,1,2,1345,Partially Furnished,Kuala Lumpur,9,,
2018,1100,Sentul,Apartment,3,,2,900,Partially Furnished,Kuala Lumpur,7,,
2014,1100,Sentul,Condominium,3,,2,1092,Partially Furnished,Kuala Lumpur,8,,
,1400,Keramat,Condominium,3,,1,800,Partially Furnished,Kuala Lumpur,6,,
2001,1150,Ampang,Apartment,3,1,2,828,Partially Furnished,Kuala Lumpur,7,3,yes
2001,1550,Ampang,Apartment,3,1,2,828,Fully Furnished,Kuala Lumpur,7,5,yes
2017,2300,South,Service Residence,2,1,1,648,Fully Furnished,Kuala Lumpur,9,,
,1000,Pandan,Flat,3,,2,800,Partially Furnished,Kuala Lumpur,,,
,1400,Kuching,Service Residence,3,1,2,857,Partially Furnished,Kuala Lumpur,10,2,no
2021,1600,Setapak,Service Residence,3,1,2,926,Not Furnished,Kuala Lumpur,7,4,yes
,600,Kepong,Apartment,3,,2,600,Not Furnished,Kuala Lumpur,,,
,1100,Kepong,Apartment,3,1,2,950,Partially Furnished,Kuala Lumpur,11,2,yes
,899,Kepong,Apartment,3,,2,950,Partially Furnished,Kuala Lumpur,,3,yes
,999,Menjalara,Service Residence,3,1,2,903,Partially Furnished,Kuala Lumpur,5,1,no
2014,2200,Cheras,Condominium,3,2,2,1450,Fully Furnished,Kuala Lumpur,7,3,no
2021,1400,Sentul,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,14,5,yes
2018,2500,Ampang,Condominium,4,1,2,890,Fully Furnished,Kuala Lumpur,4,,
2017,1900,Maju,Apartment,3,1,2,850,Fully Furnished,Kuala Lumpur,7,3,no
2018,1200,Kepong,Service Residence,2,1,1,475,Partially Furnished,Kuala Lumpur,13,2,no
2019,2400,Hilir,Service Residence,2,1,2,845,Fully Furnished,Kuala Lumpur,4,4,yes
2021,3300,Jalil,Service Residence,3,1,2,933,Fully Furnished,Kuala Lumpur,6,3,no
2021,2600,Segambut,Condominium,2,1,2,883,Fully Furnished,Kuala Lumpur,8,,
2010,1450,Cheras,Condominium,3,1,2,1100,Partially Furnished,Kuala Lumpur,3,3,yes
1995,1600,Petaling,Condominium,3,1,2,1100,Fully Furnished,Kuala Lumpur,7,1,no
2000,1550,Petaling,Condominium,3,1,2,1417,Fully Furnished,Kuala Lumpur,6,3,no
2013,2300,KLCC,Service Residence,1,1,1,610,Fully Furnished,Kuala Lumpur,6,2,no
,3000,KLCC,Service Residence,4,,3,1500,Fully Furnished,Kuala Lumpur,5,3,no
2015,2600,Pandan,Service Residence,2,1,2,1087,Fully Furnished,Kuala Lumpur,6,4,yes
2020,1250,Jalil,Condominium,3,1,2,800,Partially Furnished,Kuala Lumpur,7,5,yes
2013,1700,Setapak,Condominium,4,1,2,1313,Partially Furnished,Kuala Lumpur,7,,
2022,2100,Kiara,Service Residence,1,,1,416,Fully Furnished,Kuala Lumpur,9,2,no
2021,1500,Cheras,Service Residence,3,1,2,819,Not Furnished,Kuala Lumpur,8,,
2023,2400,Cheras,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,12,4,yes
,2100,Setapak,Service Residence,3,2,3,1219,Partially Furnished,Kuala Lumpur,7,2,no
,800,Cheras,Apartment,2,1,1,650,Partially Furnished,Kuala Lumpur,5,3,yes
,850,Cheras,Apartment,2,1,1,600,Fully Furnished,Kuala Lumpur,3,3,yes
,1750,Ipoh,Condominium,4,2,3,1500,Partially Furnished,Kuala Lumpur,,,
2015,2300,Segambut,Condominium,4,2,3,1262,Fully Furnished,Kuala Lumpur,13,4,yes
2016,2600,City,Service Residence,2,1,2,1193,Partially Furnished,Kuala Lumpur,11,4,yes
2004,1400,Kuching,Condominium,3,2,2,1100,Partially Furnished,Kuala Lumpur,14,3,no
2007,1500,City,Service Residence,1,,1,465,Fully Furnished,Kuala Lumpur,14,4,yes
,720,Lin,Studio,1,,1,150,Fully Furnished,Kuala Lumpur,3,4,yes
,1000,Ipoh,Apartment,2,1,1,788,Not Furnished,Kuala Lumpur,4,,
2000,1300,Desa,Condominium,3,,2,938,Fully Furnished,Kuala Lumpur,9,3,no
,850,Kepong,Apartment,3,1,2,650,Partially Furnished,Kuala Lumpur,6,1,no
2014,2599,Petaling,Condominium,4,3,5,1841,Fully Furnished,Kuala Lumpur,7,4,yes
,900,Kepong,Apartment,3,,2,935,Partially Furnished,Kuala Lumpur,2,1,yes
2001,1150,Ampang,Apartment,3,,2,828,Partially Furnished,Kuala Lumpur,6,2,no
,1300,Desa,Condominium,3,,2,850,Partially Furnished,Kuala Lumpur,6,,
,2500,Cheras,Service Residence,3,2,2,990,Fully Furnished,Kuala Lumpur,11,4,yes
,1600,Kepong,Service Residence,3,2,2,932,Partially Furnished,Kuala Lumpur,13,1,no
2011,2400,Petaling,Condominium,3,1,2,1297,Fully Furnished,Kuala Lumpur,14,4,yes
2001,1550,Ampang,Apartment,3,1,2,828,Fully Furnished,Kuala Lumpur,6,3,no
2020,1500,Kepong,Apartment,3,1,2,800,Partially Furnished,Kuala Lumpur,4,1,no
2018,1600,Ipoh,Service Residence,2,1,2,900,Partially Furnished,Kuala Lumpur,14,3,yes
,1000,Kepong,Apartment,3,1,2,980,Partially Furnished,Kuala Lumpur,5,1,no
2006,1999,KLCC,Condominium,1,1,1,615,Fully Furnished,Kuala Lumpur,9,4,yes
,1250,Ipoh,Condominium,3,1,2,1100,Partially Furnished,Kuala Lumpur,6,2,no
,1700,Petaling,Condominium,3,2,2,960,Fully Furnished,Kuala Lumpur,8,4,yes
2015,1600,Cheras,Condominium,4,1,2,1142,Partially Furnished,Kuala Lumpur,8,2,no
1993,1350,Road,Apartment,3,1,2,945,Fully Furnished,Kuala Lumpur,7,,
,1350,OUG,Service Residence,3,2,2,950,Partially Furnished,Kuala Lumpur,7,,
,3200,Dutamas,Condominium,2,2,2,1071,Fully Furnished,Kuala Lumpur,14,3,no
2021,1800,Sentul,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,9,3,yes
,1000,Jalil,Condominium,1,1,1,775,Partially Furnished,Kuala Lumpur,10,3,yes
2017,1999,Ipoh,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,10,4,yes
2007,1100,Kepong,Condominium,3,1,2,962,Not Furnished,Kuala Lumpur,10,2,yes
2017,1700,Sentul,Service Residence,3,2,2,1009,Partially Furnished,Kuala Lumpur,11,2,no
2006,120,Sentul,Apartment,3,,2,1000,Not Furnished,Kuala Lumpur,1,,
,1700,Cheras,Condominium,3,2,2,950,Partially Furnished,Kuala Lumpur,7,4,yes
2020,1600,Sentul,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,10,1,no
2021,2600,Damansara,Condominium,1,1,1,607,Fully Furnished,Kuala Lumpur,11,,
2020,1600,Sentul,Service Residence,3,1,2,850,Partially Furnished,Kuala Lumpur,10,1,no
2021,5800,KLCC,Service Residence,2,,2,885,Fully Furnished,Kuala Lumpur,7,5,yes
2017,1450,Sentul,Service Residence,3,1,2,900,Not Furnished,Kuala Lumpur,14,1,no
,1700,Sentul,Condominium,3,1,2,850,Fully Furnished,Kuala Lumpur,12,4,yes
2020,1400,Kepong,Service Residence,3,2,2,932,Partially Furnished,Kuala Lumpur,13,,
2019,1900,Kepong,Condominium,3,2,2,1100,Fully Furnished,Kuala Lumpur,14,3,no
2016,1500,City,Service Residence,1,1,1,533,Fully Furnished,Kuala Lumpur,11,4,yes
,1200,Sentul,Apartment,3,1,2,750,Not Furnished,Kuala Lumpur,13,,
2020,1798,Sentul,Apartment,3,1,2,876,Partially Furnished,Kuala Lumpur,8,4,yes
,2000,Maju,Service Residence,3,2,2,819,Fully Furnished,Kuala Lumpur,8,3,no
2013,2200,Cheras,Service Residence,3,2,2,920,Fully Furnished,Kuala Lumpur,7,5,yes
,3499,Ampang,Apartment,4,1,3,2080,Partially Furnished,Kuala Lumpur,5,1,no
2015,2500,Pandan,Service Residence,2,1,2,1087,Fully Furnished,Kuala Lumpur,4,,
1988,2000,Desa,Condominium,3,2,2,1200,Fully Furnished,Kuala Lumpur,12,3,no
2022,3300,Desa,Condominium,3,2,2,1118,Fully Furnished,Kuala Lumpur,8,5,yes
,900,Setapak,Apartment,3,,1,653,Partially Furnished,Kuala Lumpur,3,2,no
2017,1899,Maju,Condominium,3,1,2,850,Fully Furnished,Kuala Lumpur,6,,
2022,2500,Desa,Condominium,3,2,2,921,Fully Furnished,Kuala Lumpur,8,,
,1500,Jalil,Condominium,2,1,2,980,Fully Furnished,Kuala Lumpur,9,5,yes
2011,2299,KLCC,Condominium,2,1,2,776,Fully Furnished,Kuala Lumpur,8,5,yes
,1350,Ipoh,Condominium,3,2,2,948,Partially Furnished,Kuala Lumpur,14,,
1999,1500,Cheras,Condominium,3,1,2,960,Partially Furnished,Kuala Lumpur,14,2,yes
2015,3200,Pandan,Service Residence,3,2,2,1350,Fully Furnished,Kuala Lumpur,4,4,yes
2015,4400,Pandan,Service Residence,3,2,2,1539,Fully Furnished,Kuala Lumpur,4,4,yes
2015,3500,Pandan,Service Residence,3,2,2,1350,Fully Furnished,Kuala Lumpur,4,4,yes
2007,4500,Ismail,Condominium,4,1,3,2174,Fully Furnished,Kuala Lumpur,12,4,yes
2018,1000,Jalil,Apartment,3,1,2,1000,Not Furnished,Kuala Lumpur,6,,
,2200,ParkCity,Condominium,3,1,2,862,Fully Furnished,Kuala Lumpur,2,,
,1300,Maju,Condominium,2,1,1,774,Partially Furnished,Kuala Lumpur,14,4,yes
2020,1600,Keramat,Condominium,3,1,2,926,Not Furnished,Kuala Lumpur,14,2,yes
,1300,Setapak,Condominium,3,1,2,1230,Partially Furnished,Kuala Lumpur,14,3,yes
,1200,Segambut,Apartment,3,1,2,995,Partially Furnished,Kuala Lumpur,4,1,no
,13500,Centre,Townhouse Condo,4,,5,5000,Fully Furnished,Kuala Lumpur,,3,no
2013,1600,Melawati,Service Residence,3,1,2,1007,Partially Furnished,Kuala Lumpur,5,1,no
2020,2300,Keramat,Condominium,4,2,2,1184,Fully Furnished,Kuala Lumpur,11,3,no
2023,2800,Cheras,Condominium,4,2,2,1030,Fully Furnished,Kuala Lumpur,12,4,yes
2021,2000,Cheras,Service Residence,3,,2,819,Fully Furnished,Kuala Lumpur,8,2,yes
2021,2000,Damansara,Service Residence,1,,1,499,Fully Furnished,Kuala Lumpur,11,5,yes
2022,1900,Desa,Condominium,3,2,2,958,Fully Furnished,Kuala Lumpur,14,5,yes
2017,2200,South,Condominium,2,1,1,648,Fully Furnished,Kuala Lumpur,,,
2018,1700,City,Service Residence,1,,1,320,Fully Furnished,Kuala Lumpur,6,5,yes
2018,2000,Melawati,Service Residence,2,,2,836,Partially Furnished,Kuala Lumpur,6,5,yes
2016,2000,Cheras,Service Residence,2,,2,774,Fully Furnished,Kuala Lumpur,9,,
,1299,Perdana,Apartment,3,1,2,829,Fully Furnished,Kuala Lumpur,5,3,no
2021,1300,Cheras,Service Residence,2,1,2,650,Not Furnished,Kuala Lumpur,9,3,yes
2021,1200,Cheras,Service Residence,2,,2,680,Partially Furnished,Kuala Lumpur,8,2,yes
2019,3000,Jalil,Condominium,3,,2,1100,Fully Furnished,Kuala Lumpur,9,4,yes
2025,1900,Cheras,Condominium,2,2,2,893,Partially Furnished,Kuala Lumpur,10,5,yes
2021,2200,Damansara,Service Residence,1,1,1,499,Fully Furnished,Kuala Lumpur,11,3,no
2015,3000,Ampang,Service Residence,3,2,3,1450,Fully Furnished,Kuala Lumpur,8,3,no
2021,1200,Cheras,Service Residence,2,,2,650,Not Furnished,Kuala Lumpur,8,2,yes
,1600,Kepong,Service Residence,4,1,3,753,Fully Furnished,Kuala Lumpur,8,3,no
,3000,Ampang,Service Residence,4,1,4,1473,Fully Furnished,Kuala Lumpur,8,,
2001,1300,Road,Condominium,2,1,2,920,Fully Furnished,Kuala Lumpur,9,3,no
2006,1900,Heights,Service Residence,2,1,1,800,Fully Furnished,Kuala Lumpur,8,3,no
,1600,Kepong,Service Residence,4,1,3,753,Fully Furnished,Kuala Lumpur,8,3,no
2021,3800,Cheras,Service Residence,3,1,2,950,Fully Furnished,Kuala Lumpur,7,5,yes
2014,2800,Lama,Condominium,4,2,4,1710,Fully Furnished,Kuala Lumpur,9,3,no
2014,1500,Sentul,Condominium,3,1,2,1130,Partially Furnished,Kuala Lumpur,9,2,yes
2019,3300,City,Service Residence,3,2,2,997,Fully Furnished,Kuala Lumpur,13,5,yes
,750,Kepong,Apartment,3,,2,750,Not Furnished,Kuala Lumpur,,,
2014,3800,Dutamas,Condominium,3,2,3,1799,Fully Furnished,Kuala Lumpur,9,3,no
2014,1600,Cheras,Service Residence,2,1,2,916,Fully Furnished,Kuala Lumpur,12,4,yes
2020,1588,Jalil,Condominium,3,2,3,1100,Partially Furnished,Kuala Lumpur,14,5,yes
,1300,Setapak,Service Residence,2,1,2,900,Not Furnished,Kuala Lumpur,,,
,2899,Kiara,Condominium,3,2,2,940,Fully Furnished,Kuala Lumpur,14,3,no
2016,2600,Road,Condominium,3,1,2,1148,Fully Furnished,Kuala Lumpur,8,,
2017,1400,Sentul,Service Residence,3,1,2,1009,Not Furnished,Kuala Lumpur,7,1,no
2017,1800,Maju,Apartment,3,2,2,770,Fully Furnished,Kuala Lumpur,14,5,yes
2017,1900,Maju,Apartment,3,1,2,850,Fully Furnished,Kuala Lumpur,6,,
2017,1900,Ipoh,Condominium,3,2,2,977,Partially Furnished,Kuala Lumpur,14,5,yes
2019,2600,Jalil,Service Residence,3,2,2,1061,Partially Furnished,Kuala Lumpur,5,3,no
2016,750,Cheras,Condominium,1,1,1,200,Partially Furnished,Kuala Lumpur,,,
2019,1450,Perdana,Apartment,1,1,1,510,Fully Furnished,Kuala Lumpur,14,5,yes
,1000,Kepong,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,4,1,no
,999,Kepong,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,4,1,no
2017,2000,Maju,Apartment,3,,2,850,Fully Furnished,Kuala Lumpur,6,,
2013,2200,Cheras,Service Residence,3,1,2,920,Fully Furnished,Kuala Lumpur,6,4,yes
,1100,Cheras,Condominium,1,1,1,717,Partially Furnished,Kuala Lumpur,10,3,yes
,1500,Melawati,Apartment,2,1,2,875,Not Furnished,Kuala Lumpur,11,2,yes
,1350,Sentul,Condominium,3,1,2,800,Not Furnished,Kuala Lumpur,9,,
2020,1000,Kepong,Apartment,3,1,2,800,Not Furnished,Kuala Lumpur,4,2,no
2016,3500,Maju,Condominium,3,3,4,1712,Fully Furnished,Kuala Lumpur,14,5,yes
2021,1400,Cheras,Condominium,2,1,2,650,Partially Furnished,Kuala Lumpur,8,,
2020,1000,Kepong,Apartment,3,1,2,800,Not Furnished,Kuala Lumpur,4,2,no
2020,200,City,Condominium,1,1,1,20,Not Furnished,Kuala Lumpur,7,,
2012,3000,Ismail,Service Residence,2,1,2,1300,Fully Furnished,Kuala Lumpur,5,,
2020,2000,City,Condominium,1,1,1,550,Fully Furnished,Kuala Lumpur,7,3,no
,1550,Cheras,Condominium,3,,2,1018,Partially Furnished,Kuala Lumpur,6,4,yes
2021,1500,Lama,Condominium,3,,2,1200,Partially Furnished,Kuala Lumpur,2,,
,550,Petaling,Flat,1,,1,600,Not Furnished,Kuala Lumpur,,,
2021,2400,Kepong,Apartment,2,,2,866,Fully Furnished,Kuala Lumpur,11,,
1996,2200,Cheras,Condominium,3,1,2,1206,Partially Furnished,Kuala Lumpur,7,2,no
,2399,Besi,Service Residence,3,2,2,1130,Fully Furnished,Kuala Lumpur,9,3,no
2007,1100,Cheras,Condominium,3,,2,810,Partially Furnished,Kuala Lumpur,4,2,yes
,900,Cheras,Apartment,3,,2,650,Partially Furnished,Kuala Lumpur,1,1,yes
2013,2500,KLCC,Service Residence,1,,1,602,Fully Furnished,Kuala Lumpur,5,3,no
,1000,Desa,Condominium,3,,2,850,Fully Furnished,Kuala Lumpur,4,,
,1000,Desa,Condominium,3,,2,850,Fully Furnished,Kuala Lumpur,6,,
,1100,Cheras,Apartment,3,,2,625,Partially Furnished,Kuala Lumpur,,2,yes
,600,Titiwangsa,Service Residence,5,,2,1000,Fully Furnished,Kuala Lumpur,4,4,yes
,1880,Cheras,Condominium,3,2,2,1030,Fully Furnished,Kuala Lumpur,14,5,yes
2006,3200,Centre,Condominium,3,1,3,1640,Fully Furnished,Kuala Lumpur,7,1,no
2017,1500,Setapak,Condominium,3,2,2,908,Partially Furnished,Kuala Lumpur,10,5,yes
2010,1400,Cheras,Condominium,3,,2,903,Fully Furnished,Kuala Lumpur,6,5,yes
,1388,Cheras,Condominium,3,2,2,1003,Partially Furnished,Kuala Lumpur,14,5,yes
,1150,Cheras,Apartment,4,,2,650,Fully Furnished,Kuala Lumpur,3,3,yes
,1650,Maju,Apartment,3,,2,800,Not Furnished,Kuala Lumpur,11,3,yes
2016,2500,Cheras,Condominium,4,4,5,2887,Partially Furnished,Kuala Lumpur,,,
1995,1600,Petaling,Condominium,3,1,2,1141,Fully Furnished,Kuala Lumpur,10,4,yes
2017,1800,Segambut,Condominium,4,2,3,1391,Partially Furnished,Kuala Lumpur,9,2,no
,1200,Damansara,Apartment,3,1,2,861,Fully Furnished,Kuala Lumpur,5,3,no
2015,2000,Jaya,Condominium,3,2,2,1050,Partially Furnished,Kuala Lumpur,7,4,yes
2013,2400,Cheras,Service Residence,3,2,2,920,Fully Furnished,Kuala Lumpur,6,2,yes
2016,2800,Damansara,Condominium,3,2,3,1610,Fully Furnished,Kuala Lumpur,9,,
2016,2500,Road,Condominium,3,1,2,1150,Fully Furnished,Kuala Lumpur,12,4,yes
,1400,Keramat,Condominium,2,1,1,800,Fully Furnished,Kuala Lumpur,6,3,yes
2018,2800,Seputeh,Condominium,3,2,3,1072,Fully Furnished,Kuala Lumpur,10,,
2010,1900,Setapak,Condominium,4,1,2,1550,Partially Furnished,Kuala Lumpur,7,3,yes
,900,Hilir,Apartment,3,1,2,826,Not Furnished,Kuala Lumpur,,,
,1650,Maju,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,3,3,yes
,1650,Maju,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,3,3,yes
2013,2000,Kuching,Condominium,3,2,2,1590,Partially Furnished,Kuala Lumpur,6,,
2021,2800,Cheras,Service Residence,2,,2,750,Fully Furnished,Kuala Lumpur,9,5,yes
2021,1700,Setapak,Apartment,4,2,2,1000,Partially Furnished,Kuala Lumpur,9,,
2008,2000,Kiara,Condominium,2,1,2,913,Fully Furnished,Kuala Lumpur,8,,
2008,2200,Kiara,Condominium,2,1,2,913,Fully Furnished,Kuala Lumpur,8,,
2010,1900,Ipoh,Condominium,3,1,2,1011,Fully Furnished,Kuala Lumpur,9,4,yes
2018,2300,Cheras,Service Residence,2,1,1,685,Fully Furnished,Kuala Lumpur,11,4,yes
2019,2099,Jalil,Service Residence,2,1,2,953,Partially Furnished,Kuala Lumpur,9,4,yes
2016,1650,Ipoh,Condominium,3,1,2,1037,Fully Furnished,Kuala Lumpur,9,2,no
2020,1600,Sentul,Service Residence,3,1,2,850,Fully Furnished,Kuala Lumpur,10,3,no
2016,4000,Damansara,Condominium,4,3,5,3150,Fully Furnished,Kuala Lumpur,9,,
2017,3000,Dutamas,Condominium,4,2,4,1714,Partially Furnished,Kuala Lumpur,6,2,no
2021,1400,Cheras,Condominium,3,1,2,819,Not Furnished,Kuala Lumpur,8,,
,1600,ParkCity,Apartment,3,1,2,850,Partially Furnished,Kuala Lumpur,2,2,no
2014,3000,Jalil,Condominium,4,2,3,1508,Fully Furnished,Kuala Lumpur,9,2,no
,1700,Maju,Apartment,3,1,2,800,Fully Furnished,Kuala Lumpur,5,4,yes
2023,1800,Cheras,Condominium,3,2,2,850,Partially Furnished,Kuala Lumpur,9,,
,1200,Segambut,Apartment,3,1,2,995,Partially Furnished,Kuala Lumpur,8,,
,2000,Setapak,Condominium,3,1,2,1400,Fully Furnished,Kuala Lumpur,7,3,no
,1050,Desa,Condominium,3,1,2,830,Partially Furnished,Kuala Lumpur,8,,
2019,2800,Jalil,Condominium,3,,2,1100,Fully Furnished,Kuala Lumpur,9,5,yes
,1700,Cheras,Condominium,3,2,2,950,Fully Furnished,Kuala Lumpur,8,4,yes
2023,2400,Cheras,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,9,4,yes
,1300,Ampang,Condominium,2,1,2,802,Partially Furnished,Kuala Lumpur,3,3,yes
2013,2500,Titiwangsa,Apartment,2,1,1,850,Fully Furnished,Kuala Lumpur,7,4,yes
2017,2200,South,Service Residence,2,,1,648,Fully Furnished,Kuala Lumpur,14,5,yes
2019,2100,Kepong,Service Residence,3,2,2,958,Fully Furnished,Kuala Lumpur,14,,
2019,1750,Kepong,Service Residence,3,2,2,958,Partially Furnished,Kuala Lumpur,14,,
2013,2000,Besi,Condominium,3,,2,1100,Fully Furnished,Kuala Lumpur,9,,
2021,1700,Kepong,Service Residence,3,1,2,950,Partially Furnished,Kuala Lumpur,11,3,yes
2019,1500,Keramat,Condominium,3,,2,1100,Partially Furnished,Kuala Lumpur,5,,
,2100,KLCC,Condominium,2,,2,706,Fully Furnished,Kuala Lumpur,9,2,no
,1600,Brickfields,Apartment,2,1,1,650,Fully Furnished,Kuala Lumpur,3,,
,1450,Keramat,Apartment,3,,2,1650,Partially Furnished,Kuala Lumpur,4,2,yes
2018,2500,Ipoh,Service Residence,3,2,2,1089,Fully Furnished,Kuala Lumpur,14,,
2013,2900,Melawati,Service Residence,3,,2,1100,Fully Furnished,Kuala Lumpur,6,5,yes
,1100,Cheras,Apartment,2,,1,657,Partially Furnished,Kuala Lumpur,7,4,yes
2011,1800,Road,Duplex,1,,2,750,Fully Furnished,Kuala Lumpur,14,5,yes
,1200,Segambut,Apartment,3,,2,918,Partially Furnished,Kuala Lumpur,6,2,yes
2017,2000,Sentul,Condominium,2,,2,900,Fully Furnished,Kuala Lumpur,,5,yes
,1300,Setapak,Condominium,4,,2,1297,Not Furnished,Kuala Lumpur,6,2,yes
2018,1850,Melawati,Service Residence,2,,1,633,Fully Furnished,Kuala Lumpur,6,5,yes
,1800,Desa,Condominium,3,,2,1240,Fully Furnished,Kuala Lumpur,8,5,yes
,1300,Lama,Apartment,3,,2,932,Not Furnished,Kuala Lumpur,5,2,yes
2014,2600,Jalil,Condominium,3,,3,1500,Partially Furnished,Kuala Lumpur,9,3,yes
2020,1400,Pantai,Apartment,3,,2,810,Partially Furnished,Kuala Lumpur,6,3,yes
,2200,Titiwangsa,Service Residence,2,,1,710,Fully Furnished,Kuala Lumpur,7,5,yes
2022,2600,Sentul,Service Residence,3,,2,980,Fully Furnished,Kuala Lumpur,14,5,yes
,1600,Setapak,Condominium,1,,1,689,Fully Furnished,Kuala Lumpur,7,5,yes
2019,3200,KLCC,Service Residence,2,2,2,871,Partially Furnished,Kuala Lumpur,11,4,yes
,700,Petaling,Flat,2,,1,505,Partially Furnished,Kuala Lumpur,,1,yes
1998,1600,Cheras,Condominium,3,1,2,960,Fully Furnished,Kuala Lumpur,5,4,yes
,1200,Cheras,Condominium,3,,2,1000,Fully Furnished,Kuala Lumpur,,,
,2000,Keramat,Condominium,3,,3,1280,Partially Furnished,Kuala Lumpur,,,
,1900,Brickfields,Condominium,3,1,2,900,Fully Furnished,Kuala Lumpur,6,4,yes
2014,1899,Setapak,Condominium,4,2,4,1440,Partially Furnished,Kuala Lumpur,5,4,no
2004,3000,Kiara,Condominium,3,2,3,1597,Fully Furnished,Kuala Lumpur,13,,
,600,Setapak,Others,3,,2,1000,Fully Furnished,Kuala Lumpur,7,5,yes
2023,2500,Cheras,Condominium,3,2,2,850,Fully Furnished,Kuala Lumpur,13,4,yes
,1800,Brickfields,Flat,3,,1,700,Not Furnished,Kuala Lumpur,,1,yes
,2000,KLCC,Condominium,1,,1,463,Fully Furnished,Kuala Lumpur,7,3,no
2019,1850,Segambut,Service Residence,3,2,2,1066,Partially Furnished,Kuala Lumpur,14,5,yes
,1300,Cheras,Apartment,3,1,2,806,Partially Furnished,Kuala Lumpur,2,2,no
